Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
A free gift to grow your newsletter,content-engagement-from-beehiiv06252025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6879486ae89a8c1a8bd9ad91,false,false,Thu Jul 17 2025 19:00:58 GMT+0000 (Coordinated Universal Time),Wed Dec 24 2025 14:50:47 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6879486ae89a8c1a8bd9ad67_e82338fa-6fa2-448c-b8d1-f93dea5ca7af.png,Beehiiv email 49,"This email targets users nearing the end of their free trial, offering them a valuable free resource titled ""30 Tactics for Explosive Audience Growth"" from a recognized expert within the platform's community. The tone is friendly and supportive, with informal language that builds rapport through personal reference to the guide's creator and emphasizes ongoing user success. Structurally, it includes a clear introductory hook, resource explanation, multiple links for deeper engagement, an upsell reminder about subscription plan limits, and a polite sign-off with contact references.",,content-engagement; guide,beehiiv,onboard-free-user,Wed Jun 25 2025 09:30:00 GMT+0000 (Coordinated Universal Time),Bea from beehiiv,Content Engagement from Beehiiv | Onboard Free User,"beehiiv offers a free guide from expert Francis Zierer to help creators grow subscribers, improve workflows, and monetize newsletters effectively."
A great idea is just the first step,usage-expansion-from-miro-02062025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686d423daeb7f8b40b302b42,false,false,Tue Jul 08 2025 16:07:25 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:20 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d423daeb7f8b40b302af3_350c30e7-ce37-470d-9cfc-1f0990af35ec.png,Miro email 9,"This email from Miro promotes the Innovation Workspace Launchpad, guiding teams on using Miro for seamless workflow management from project kickoff to delivery. It uses a structured layout featuring engaging visuals, embedded links to explore templates, integrations, webinars, and other resources. The tone is encouraging and informative, designed to motivate users to utilize Miro's features for enhanced collaboration and productivity.",,usage-expansion; feature-usage-nudge,miro,educate-engage,Thu Feb 06 2025 17:23:00 GMT+0000 (Coordinated Universal Time),The Miro Team,Usage Expansion from Miro | Educate & Engage,"Transform your team's workflow from kickoff to delivery with Miro's Innovation Workspace Launchpad. Organize, integrate apps, and innovate seamlessly."
A huge thank you + exciting news,milestone-reached-from-lovable-07172025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f6da9ce2fa930da4cf79e,false,false,Fri Aug 15 2025 17:26:01 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:04 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f6da9ce2fa930da4cf799_3261a489-1bab-4e0c-9a62-1f2656fb2d6d.png,Lovable email 08,"This email serves as a community update and fundraising announcement from Lovable, highlighting their recent significant Series A investment led by Accel. It uses a warm and appreciative tone to thank supporters, includes multiple links for more information and calls to action, such as starting to build with the product and a hiring invitation. The structure includes a branded header and footer with clear navigation options and an easy unsubscribe link, all designed to engage and encourage ongoing user participation and support.",,milestone-reached,lovable,celebrate-milestones,Thu Jul 17 2025 19:42:00 GMT+0000 (Coordinated Universal Time),Lovable,Milestone Reached from Lovable | Celebrate Milestones,Lovable announces one of Europe's largest Series A funding rounds led by Accel to boost ambitious projects. Join Lovable's mission and team in Stockholm.
A little inspiration for you,case-study-from-beehiiv06062025-ddt56,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6879427e9343e207d0a6926e,false,false,Thu Jul 17 2025 18:35:42 GMT+0000 (Coordinated Universal Time),Wed Dec 24 2025 14:50:45 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6879427e9343e207d0a69242_e90830c4-6ffc-4164-8b08-4092313af865.png,Beehiiv email 21,"This email introduces new users of the beehiiv SaaS platform to successful creators who are leveraging its features effectively, aiming to inspire and motivate trial users. It highlights specific user success stories, providing linked examples, and encourages recipients to consider upgrading after the trial ends. Structurally, it uses a friendly, conversational tone with personal sign-off, branded visual elements, and clear calls to action for engagement and upgrade.",,case-study,beehiiv,onboard-free-user,Fri Jun 06 2025 09:29:00 GMT+0000 (Coordinated Universal Time),Bea from beehiiv,Case Study from Beehiiv | Onboard Free User,"Explore inspiring stories of creators leveraging beehiiv’s newsletter platform to build communities, monetize, and grow their brands effectively."
A new device logged into your account,login-from-new-device-from-notion-05222024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b2681815e78f2adebbb26,false,false,Tue Aug 12 2025 11:33:21 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:11 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b2680815e78f2adebbb1a_1770f3e1-f343-4ca8-9b8f-9fe27755a0a5.png,Notion email 25,"This email notifies the user of a recent login to their Notion account from a new device. It provides detailed information including the account email, login method, IP address and approximate location, device type, time of login, and the application used. The tone is security-focused and urgent, encouraging the user to take action by resetting their password and enabling multi-factor authentication if the login was unauthorized, with clear links for account management and support.",,login-from-new-device,notion,transactional-email,Wed May 22 2024 10:29:00 GMT+0000 (Coordinated Universal Time),Notion,Login From New Device from Notion | Educate & Engage,"Notion alerts jonathan@digistorms.com of a new login from a Mac in Westminster, UK. If unauthorized, reset your password and enable multi-factor auth for security."
A new way to make your free Search Credits go further has just arrived,new-features-nudge-from-hunterio-05162025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686fa9544dab4cb77c8ad1bd,false,false,Thu Jul 10 2025 11:51:48 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 16:38:37 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686fa9544dab4cb77c8ad1ab_f7a37e5e-3b91-419f-83c2-b3f67a7100e1.png,Hunter email 21,"This email announces an enhanced feature in Hunter's Domain Search, focusing on more precise targeting of decision maker email addresses grouped by department and relevance. It explains the previous limitation, introduces the new functionality with bullet points, and invites the recipient to start using the update or read a product blog for help. The tone is informative and professional, supported by clear calls to action and social media links for engagement.",,new-feature-nudge; product-update,hunter-io,educate-engage,Fri May 16 2025 10:30:00 GMT+0000 (Coordinated Universal Time),Team Hunter,New Feature(s) Nudge from Hunter.io | Educate & Engage 3,Hunter's new feature lets you target verified decision makers by department and job title for precise outreach. Reveal emails only when ready to contact.
A next-gen CRM for sales success (plus terms updates),terms-of-use-update-from-pipedrive-03202024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b7be50d91324348599787,false,false,Tue Aug 12 2025 17:37:41 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:13 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b7be50d91324348599753_05cea14e-0afb-4bf7-9270-c6ac2a2195cf.png,Notion email 19,"This email serves as a product update and compliance notification from Pipedrive to its customers, highlighting new features including AI-powered tools and upcoming functionalities to help users achieve their 2024 sales targets. It is structured with a friendly introduction, a detailed list of current and forthcoming features across subscription plans, followed by important updates about the inclusion of OpenAI as a sub-processor and changes to the Terms of Service. The tone is informative, professional, and customer-focused, aiming to encourage engagement with new capabilities while ensuring transparency about data processing and legal compliance.",,terms-of-use-update,pipedrive,educate-engage,Wed Mar 20 2024 14:24:00 GMT+0000 (Coordinated Universal Time),Pipedrive,Terms of Use Update from Pipedrive | Educate & Engage,"Discover Pipedrive's latest features including AI-powered tools, meeting scheduler, dark theme, new automation, plus updated Terms of Service with OpenAI integration."
A passwordless auth platform worth $1B?,video-from-notion-11012023,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b23a2005260f6ee38d47f,false,false,Tue Aug 12 2025 11:21:06 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:06:36 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b23a2005260f6ee38d440_54977e1a-69e8-48f2-b130-01e1ba884f07.png,Notion email 10,"This email announces a new episode in Notion's First Block series featuring an interview with Julianna Lamb, co-founder and CTO of Stytch. The structure includes a personal greeting, a summary of the interview topics, a prominent call-to-action button to watch the episode, and a friendly closing from the Notion team. The tone is enthusiastic and informative, aiming to engage readers interested in startup leadership and engineering culture.",,video; content-engagement; video-series,notion,educate-engage,Wed Nov 01 2023 16:35:00 GMT+0000 (Coordinated Universal Time),Ivan at Notion,Video from Notion | Educate & Engage 7,"Notion presents an interview with Stytch CTO Julianna Lamb on launching startups, engineering teams, and CTO roles. Watch now!"
A smarter season is just around the corner,content-engagement-from-fiverr-10092024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68bb3650083a00c5cb26b6e5,false,false,Fri Sep 05 2025 19:13:20 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 14:49:40 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68bb364f083a00c5cb26b6be_e086384b-5754-42d7-9064-8d031d91958b.png,Fiverr email 47,,"<p id="""">This SaaS marketing email from Fiverr aims to prepare sellers for the upcoming shopping season by promoting use of AI tools and expert strategies. It features a clear structure with a motivating message, clickable images, and multiple calls to action linking to a hub of resources. </p><p>‍</p><p id="""">The tone is encouraging and professional, designed to inspire sellers to engage with Fiverr's offerings and optimize their sales performance.</p><p>‍</p>",content-engagement,fiverr,educate-engage,Wed Oct 09 2024 15:05:00 GMT+0000 (Coordinated Universal Time),Fiverr,Content Engagement from Fiverr | Educate & Engage 3,"Get expert strategies, checklists, and AI tools for shopping season success with Fiverr. Outsmart competition and boost your sales smartly this season."
A welcome note from our CEO,welcome-free-users-from-beehiiv05292025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68793ef805aa81beb15c261a,false,false,Thu Jul 17 2025 18:20:40 GMT+0000 (Coordinated Universal Time),Wed Dec 24 2025 14:50:44 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68793ef805aa81beb15c2602_53da7502-cf43-4324-9584-735510684095.png,Beehiiv email 2,"This email serves as a warm welcome message from the CEO of beehiiv to new users who have started a free trial of the newsletter platform. It is structured as a personal introduction and motivational message, highlighting the sender's background and the company's mission to empower creators. The tone is friendly, encouraging, and supportive, aiming to inspire new users while briefly mentioning the trial limitations and encouraging upgrading for expanded features.",,welcome-free-users; trial-just-started; product-education,beehiiv,onboard-free-user,Thu May 29 2025 09:29:00 GMT+0000 (Coordinated Universal Time),Tyler from beehiiv,Welcome - Free Users from Beehiiv | Onboard Free User,"Welcome to beehiiv from CEO Tyler Denk. Start your newsletter journey with tools to grow and monetize your audience, backed by expert media experience."
AI meets fashion: the bionic trend,feature-usage-nudge-from-freepik-06032025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b1599f7fe40c2b6a2ff04a,false,false,Fri Aug 29 2025 07:41:19 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 15:07:22 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b1599f7fe40c2b6a2ff045_455a8384-bdf5-476f-917a-ae2c7881bf12.png,Freepik email 28,"This email from Freepik promotes the trend of cyber aesthetics in design, highlighting futuristic and tech-inspired visual styles. It features multiple sections with vibrant images and direct calls-to-action encouraging users to explore, create, and edit using Freepik's AI image generation tools. The tone is trendy and inspiring, integrating visual storytelling with practical AI design tools, while it also encourages social media engagement and community participation through various platform links.",,feature-usage-nudge,freepik,educate-engage,Tue Jun 03 2025 15:45:00 GMT+0000 (Coordinated Universal Time),Freepik team,Feature Usage Nudge from Freepik | Educate & Engage 5,Discover the cyber aesthetics trend with metallic and bionic visuals. Freepik offers AI tools to create futuristic designs effortlessly.
